ilce,mahalle,mahalle_uavt,cok_agir_hasarli,agir_hasarli,orta_hasarli,hafif_hasarli,can_kaybi,agir_yarali,hastane_tedavi,hafif_yarali,dogalgaz_hasar,icme_suyu_hasar,atik_su_hasar,barinma_hane,agir_ve_ustu_hasarli,toplam_hasarli,bina_1980_oncesi,bina_1980_2000,bina_2000_sonrasi,bina_1_4_kat,bina_5_9_kat,bina_9_19_kat,toplam_bina,oran_1980_oncesi,oran_2000_oncesi,oran_yuksek_kat,dask_risk_sinifi
ADALAR,BURGAZADA,40139,54,99,256,241,8,6,24,42,0,0,1,398,153,650,433,214,173,802,18,0,820,0.528,0.789,0.022,1
ADALAR,HEYBELİADA,40142,101,175,423,393,25,21,66,113,1,1,2,763,276,1092,836,347,212,1359,36,0,1395,0.5993,0.848,0.0258,1
ADALAR,KINALIADA,40143,53,97,287,302,5,3,15,27,0,1,1,420,150,739,610,244,158,923,89,0,1012,0.6028,0.8439,0.0879,1
ADALAR,MADEN,40140,104,192,483,484,22,18,64,113,1,1,2,847,296,1263,863,510,308,1637,44,0,1681,0.5134,0.8168,0.0262,1
ADALAR,NİZAM,40141,101,180,445,422,16,13,48,83,1,2,2,687,281,1148,842,426,217,1434,51,0,1485,0.567,0.8539,0.0343,1
ARNAVUTKÖY,ADNAN MENDERES,40490,1,3,21,57,0,0,1,3,0,0,0,89,4,82,0,244,121,353,12,0,365,0,0.6685,0.0329,3
ARNAVUTKÖY,ANADOLU,99359,2,13,108,371,0,0,8,26,1,1,1,659,15,494,0,1360,845,1647,555,3,2205,0,0.6168,0.2531,3
ARNAVUTKÖY,ARNAVUTKÖY MERKEZ,40478,1,6,51,199,0,0,2,10,0,1,1,273,7,257,0,685,589,797,470,7,1274,0,0.5377,0.3744,3
ARNAVUTKÖY,ATATÜRK,40482,1,6,49,129,0,0,2,8,0,0,0,209,7,185,0,565,216,754,27,0,781,0,0.7234,0.0346,3
ARNAVUTKÖY,BAKLALI,191981,1,5,23,65,0,0,0,0,0,0,0,26,6,94,0,332,184,515,1,0,516,0,0.6434,0.0019,5
ARNAVUTKÖY,BALABAN,191983,0,1,7,25,0,0,0,0,0,0,0,7,1,33,0,242,53,295,0,0,295,0,0.8203,0.0,4
ARNAVUTKÖY,BOĞAZKÖY İSTİKLAL,40483,2,14,95,249,0,0,3,10,0,1,1,246,16,360,90,864,540,1452,42,0,1494,0.0602,0.6386,0.0281,3
ARNAVUTKÖY,BOLLUCA,40487,1,6,46,125,0,0,1,5,0,0,0,177,7,178,0,578,185,716,47,0,763,0,0.7575,0.0616,3
ARNAVUTKÖY,BOYALIK,191985,1,4,21,63,0,0,0,0,0,0,0,24,5,89,0,313,205,514,4,0,518,0,0.6042,0.0077,5
ARNAVUTKÖY,ÇİLİNGİR,40494,1,5,28,76,0,0,0,0,0,0,0,38,6,110,0,315,176,485,6,0,491,0,0.6415,0.0122,3
ARNAVUTKÖY,DELİKLİKAYA,40910,1,7,50,120,0,0,0,2,1,1,1,173,8,178,0,291,279,478,36,56,570,0,0.5105,0.1614,3
ARNAVUTKÖY,DURSUNKÖY,40911,1,5,18,45,0,0,0,1,0,0,0,22,6,69,0,204,72,276,0,0,276,0,0.7391,0.0,3
ARNAVUTKÖY,DURUSU,40915,0,2,10,30,0,0,0,0,0,0,0,16,2,42,0,208,43,251,0,0,251,0,0.8287,0.0,4
ARNAVUTKÖY,FATİH,40495,1,4,21,59,0,0,0,1,0,0,0,51,5,85,0,219,198,406,11,0,417,0,0.5252,0.0264,3
ARNAVUTKÖY,HACIMAŞLI,191975,0,3,16,41,0,0,0,0,0,0,0,20,3,60,1,137,107,244,1,0,245,0.0041,0.5633,0.0041,3
ARNAVUTKÖY,HADIMKÖY,40913,1,7,63,203,0,0,0,4,1,1,1,387,8,274,0,418,793,909,229,73,1211,0,0.3452,0.2494,3
ARNAVUTKÖY,HARAÇÇI,40489,2,12,82,230,0,0,0,4,1,1,1,209,14,326,0,813,622,1356,79,0,1435,0,0.5666,0.0551,3
ARNAVUTKÖY,HASTANE,40912,1,6,45,147,0,0,0,5,0,0,0,148,7,199,0,434,391,578,237,10,825,0,0.5261,0.2994,3
ARNAVUTKÖY,HİCRET,40486,0,3,24,61,0,0,0,2,0,0,0,91,3,88,0,221,113,323,11,0,334,0,0.6617,0.0329,3
ARNAVUTKÖY,İMRAHOR,40481,3,17,96,255,0,0,2,11,1,1,1,301,20,371,0,1141,471,1585,27,0,1612,0,0.7078,0.0167,3
ARNAVUTKÖY,İSLAMBEY,40479,2,11,88,268,0,0,4,18,1,0,1,395,13,369,0,1184,481,1452,204,9,1665,0,0.7111,0.1279,3
ARNAVUTKÖY,KARABURUN,191987,0,3,32,112,0,0,0,0,0,0,0,34,3,147,0,404,710,1110,4,0,1114,0,0.3627,0.0036,4
ARNAVUTKÖY,KARLIBAYIR,40488,2,9,60,186,0,0,1,8,0,0,1,188,11,257,0,669,465,944,183,7,1134,0,0.5899,0.1675,3
ARNAVUTKÖY,MAREŞAL FEVZİ ÇAKMAK,40493,1,6,50,141,0,0,0,1,0,1,1,115,7,198,0,458,450,881,27,0,908,0,0.5044,0.0297,3
ARNAVUTKÖY,MAVİGÖL,40485,1,6,53,146,0,0,0,3,0,0,0,146,7,206,0,420,520,907,33,0,940,0,0.4468,0.0351,3
ARNAVUTKÖY,MEHMET AKİF ERSOY,40491,1,4,26,73,0,0,0,3,0,0,1,132,5,104,0,255,218,465,8,0,473,0,0.5391,0.0169,3
ARNAVUTKÖY,MUSTAFA KEMAL PAŞA,99358,1,7,53,161,0,0,3,11,0,0,1,254,8,222,0,707,273,843,137,0,980,0,0.7214,0.1398,3
ARNAVUTKÖY,NENEHATUN,99357,1,5,43,124,0,0,0,7,0,0,1,180,6,173,0,561,223,707,77,0,784,0,0.7156,0.0982,3
ARNAVUTKÖY,ÖMERLİ,40906,1,7,49,124,0,0,0,3,1,0,0,189,8,181,0,273,329,477,83,42,602,0,0.4535,0.2076,3
ARNAVUTKÖY,SAZLIBOSNA,40907,0,5,26,68,0,0,0,1,0,0,0,46,5,99,0,338,55,393,0,0,393,0,0.8601,0.0,3
ARNAVUTKÖY,TAŞOLUK,40492,1,6,44,122,0,0,1,6,0,0,1,120,7,173,0,607,179,750,36,0,786,0,0.7723,0.0458,3
ARNAVUTKÖY,TAYAKADIN,191977,3,12,57,162,0,0,0,1,0,0,0,92,15,234,0,817,487,1301,3,0,1304,0,0.6265,0.0023,5
ARNAVUTKÖY,TERKOS,40914,1,4,19,58,0,0,0,0,0,0,0,22,5,82,0,428,132,560,0,0,560,0,0.7643,0.0,4
ARNAVUTKÖY,YASSIÖREN,191989,0,1,12,41,0,0,0,0,0,0,0,11,1,54,0,0,342,316,24,2,342,0,0,0.076,5
ARNAVUTKÖY,YAVUZ SELİM,40480,2,9,64,180,0,0,1,9,0,0,1,250,11,255,0,968,204,1113,58,1,1172,0,0.8259,0.0503,3
ARNAVUTKÖY,YENİKÖY,191979,1,5,39,121,0,0,0,0,0,1,1,43,6,166,0,190,836,1026,0,0,1026,0,0.1852,0.0,4
ARNAVUTKÖY,YEŞİLBAYIR,40908,1,4,27,69,0,0,0,0,0,0,0,29,5,101,0,172,208,357,23,0,380,0,0.4526,0.0605,3
ARNAVUTKÖY,YUNUS EMRE,40484,1,10,88,244,0,0,5,16,0,0,1,403,11,343,5,1168,327,1421,78,1,1500,0.0033,0.782,0.0527,3
ATAŞEHİR,AŞIKVEYSEL,98687,5,18,102,266,4,3,12,26,0,0,0,465,23,391,792,181,199,886,266,20,1172,0.6758,0.8302,0.244,2
ATAŞEHİR,ATATÜRK,99749,2,12,76,209,2,0,11,30,0,1,1,706,14,299,49,386,416,455,234,162,851,0.0576,0.5112,0.4653,2
ATAŞEHİR,BARBAROS,40527,14,50,248,498,11,9,42,88,1,1,2,1281,64,810,571,725,596,1585,205,102,1892,0.3018,0.685,0.1623,2
ATAŞEHİR,ESATPAŞA,40793,5,20,140,422,3,1,14,33,0,0,1,598,25,587,997,396,733,1474,597,55,2126,0.469,0.6552,0.3067,2
ATAŞEHİR,FERHATPAŞA,40577,4,26,191,493,0,0,5,26,1,1,2,784,30,714,4,845,1135,1370,599,15,1984,0.002,0.4279,0.3095,2
ATAŞEHİR,FETİH,40795,1,3,26,102,1,0,3,7,0,0,0,203,4,132,55,339,160,265,262,27,554,0.0993,0.7112,0.5217,2
ATAŞEHİR,İÇERENKÖY,40530,23,76,465,1180,19,8,61,133,1,1,3,2792,99,1744,1610,1809,1203,2950,1302,370,4622,0.3483,0.7397,0.3617,2
ATAŞEHİR,İNÖNÜ,40534,4,17,115,392,2,0,14,36,0,0,1,775,21,528,89,445,887,504,898,19,1421,0.0626,0.3758,0.6453,2
ATAŞEHİR,KAYIŞDAĞI,40533,10,52,352,785,7,2,31,76,1,1,2,1930,62,1199,311,1394,1273,2245,723,10,2978,0.1044,0.5725,0.2461,2
ATAŞEHİR,KÜÇÜKBAKKALKÖY,40531,13,41,200,501,11,6,35,71,1,1,2,1284,54,755,478,292,957,850,611,266,1727,0.2768,0.4459,0.5078,2
ATAŞEHİR,MEVLANA,99516,1,8,64,188,2,0,7,20,0,0,0,470,9,261,32,723,135,617,221,52,890,0.036,0.8483,0.3067,2
ATAŞEHİR,MİMAR SİNAN,99519,2,13,81,203,1,0,7,18,0,0,0,370,15,299,51,722,135,771,135,2,908,0.0562,0.8513,0.1509,2
ATAŞEHİR,MUSTAFA KEMAL,40740,8,28,145,345,6,4,18,40,0,0,1,643,36,526,914,374,164,1170,282,0,1452,0.6295,0.8871,0.1942,2
ATAŞEHİR,ÖRNEK,40816,9,31,181,463,7,4,25,54,0,0,1,966,40,684,760,367,732,1166,667,26,1859,0.4088,0.6062,0.3728,2
ATAŞEHİR,YENİ ÇAMLICA,40746,5,24,152,319,3,1,11,28,0,0,1,630,29,500,184,793,350,1192,109,26,1327,0.1387,0.7362,0.1017,2
ATAŞEHİR,YENİSAHRA,40526,17,51,205,397,10,9,32,64,0,0,1,671,68,670,782,378,264,1216,207,1,1424,0.5492,0.8146,0.1461,2
ATAŞEHİR,YENİŞEHİR,99517,0,1,13,70,0,0,2,5,1,1,0,134,1,84,56,128,212,58,225,113,396,0.1414,0.4646,0.8535,2
AVCILAR,AMBARLI,40146,26,105,388,634,67,35,191,364,2,2,7,3699,131,1153,354,941,323,561,1009,48,1618,0.2188,0.8004,0.6533,1
AVCILAR,CİHANGİR,40148,37,169,688,1171,87,46,252,496,3,4,9,5464,206,2065,282,1376,1391,1324,1694,31,3049,0.0925,0.5438,0.5658,1
AVCILAR,DENİZKÖŞKLER,40147,33,138,516,843,74,39,212,409,2,3,7,4086,171,1530,379,1370,402,725,1387,39,2151,0.1762,0.8131,0.6629,1
AVCILAR,FİRUZKÖY,40152,19,150,676,1005,18,7,61,135,2,2,7,2073,169,1850,586,1598,927,2703,397,11,3111,0.1884,0.702,0.1311,1
AVCILAR,GÜMÜŞPALA,40151,27,115,446,750,63,34,184,353,2,2,6,3833,142,1338,303,1111,475,617,1253,19,1889,0.1604,0.7485,0.6734,1
AVCILAR,MERKEZ,40145,17,64,253,471,44,23,124,241,1,1,4,2751,81,805,371,552,185,189,848,71,1108,0.3348,0.833,0.8294,1
AVCILAR,MUSTAFA KEMALPAŞA,40150,21,91,416,821,47,25,134,274,1,2,4,3863,112,1349,258,973,717,498,1443,7,1948,0.1324,0.6319,0.7444,1
AVCILAR,TAHTAKALE,40154,5,52,321,658,3,1,26,76,1,1,1,2247,57,1036,4,1549,958,1956,339,216,2511,0.0016,0.6185,0.221,2
AVCILAR,ÜNİVERSİTE,40149,12,64,276,480,19,9,55,113,1,1,4,1617,76,832,59,574,626,578,655,26,1259,0.0469,0.5028,0.5409,1
AVCILAR,YEŞİLKENT,40153,36,313,1565,2452,43,20,146,338,4,4,5,5308,349,4366,0,4243,3875,7362,735,21,8118,0,0.5227,0.0931,1
BAĞCILAR,100. YIL,40176,6,22,186,665,7,3,25,61,0,0,1,1233,28,879,195,2175,436,1233,1555,18,2806,0.0695,0.8446,0.5606,4
BAĞCILAR,BAĞLAR,40155,36,86,315,455,33,19,90,165,1,1,3,3267,122,892,239,677,356,771,462,39,1272,0.1879,0.7201,0.3939,2
BAĞCILAR,BARBAROS,40157,36,74,273,453,50,28,133,242,0,1,2,2646,110,836,298,487,359,364,776,4,1144,0.2605,0.6862,0.6818,2
BAĞCILAR,ÇINAR,40163,45,86,360,720,82,45,215,390,1,1,2,2548,131,1211,469,1045,228,424,1304,14,1742,0.2692,0.8691,0.7566,2
BAĞCILAR,DEMİRKAPI,40171,43,108,509,1013,71,39,192,368,1,1,3,3443,151,1673,250,1835,504,987,1554,48,2589,0.0966,0.8053,0.6188,2
BAĞCILAR,15 TEMMUZ,40169,54,144,657,1233,70,38,190,367,1,2,4,3236,198,2088,229,2099,832,1291,1840,29,3160,0.0725,0.7367,0.5915,2
BAĞCILAR,FATİH,40172,25,62,334,808,40,21,107,208,1,1,2,2332,87,1229,214,1996,288,975,1520,3,2498,0.0857,0.8847,0.6097,2
BAĞCILAR,FEVZİ ÇAKMAK,40173,27,64,311,673,44,24,118,224,1,1,2,2593,91,1075,333,1044,370,576,1142,29,1747,0.1906,0.7882,0.6703,2
BAĞCILAR,GÖZTEPE,40175,19,53,287,683,25,15,71,144,1,1,2,1930,72,1042,135,1714,257,1085,989,32,2106,0.0641,0.878,0.4848,2
BAĞCILAR,GÜNEŞLİ,40168,47,114,507,961,71,39,190,358,1,1,3,4189,161,1629,213,1642,555,852,1503,55,2410,0.0884,0.7697,0.6465,2
BAĞCILAR,HÜRRİYET,40156,49,99,367,570,65,35,171,307,1,1,2,2802,148,1085,449,644,391,602,856,26,1484,0.3026,0.7365,0.5943,2
BAĞCILAR,İNÖNÜ,40159,46,90,326,525,64,38,169,304,0,1,2,2718,136,987,320,825,217,564,793,5,1362,0.2349,0.8407,0.5859,2
BAĞCILAR,KAZIM KARABEKİR,40158,46,94,360,607,66,38,174,316,1,1,2,3061,140,1107,352,749,432,539,992,2,1533,0.2296,0.7182,0.6484,2
BAĞCILAR,KEMALPAŞA,40174,20,50,284,682,30,16,81,160,0,0,1,2045,70,1036,259,1457,267,843,1138,2,1983,0.1306,0.8654,0.5749,4
BAĞCILAR,KİRAZLI,40166,51,119,501,902,76,42,203,380,1,1,3,4099,170,1573,263,1572,457,925,1333,34,2292,0.1147,0.8006,0.5964,2
BAĞCILAR,MAHMUTBEY,40170,47,144,694,1236,39,23,110,209,1,2,5,1740,191,2121,266,3585,434,3428,802,55,4285,0.0621,0.8987,0.2,2
BAĞCILAR,MERKEZ,40162,26,52,221,434,52,28,137,251,1,0,2,2323,78,733,180,621,243,305,722,17,1044,0.1724,0.7672,0.7079,2
BAĞCILAR,SANCAKTEPE,40164,23,49,215,419,35,19,92,171,0,1,2,1620,72,706,229,657,170,363,688,5,1056,0.2169,0.839,0.6562,2
BAĞCILAR,YAVUZ SELİM,40165,30,69,298,568,47,26,125,234,1,1,2,2432,99,965,239,901,311,536,897,18,1451,0.1647,0.7857,0.6306,2
BAĞCILAR,YENİGÜN,40161,24,43,186,373,54,29,138,250,0,0,2,2068,67,626,246,519,112,169,707,1,877,0.2805,0.8723,0.8073,2
BAĞCILAR,YENİMAHALLE,40167,29,73,332,634,48,26,128,242,1,1,2,2821,102,1068,137,1236,247,619,953,48,1620,0.0846,0.8475,0.6179,2
BAĞCILAR,YILDIZTEPE,40160,67,130,478,783,110,61,289,518,1,1,3,4367,197,1458,557,1066,355,697,1260,21,1978,0.2816,0.8205,0.6476,2
BAHÇELİEVLER,BAHÇELİEVLER,40177,81,147,488,752,185,99,480,838,2,3,6,6193,228,1468,728,878,359,835,1014,116,1965,0.3705,0.8173,0.5751,2
BAHÇELİEVLER,CUMHURİYET,40181,47,87,362,680,97,53,254,459,1,1,3,3989,134,1176,196,1136,271,310,1285,8,1603,0.1223,0.8309,0.8066,2
BAHÇELİEVLER,ÇOBANÇEŞME,40184,62,125,469,751,83,44,217,393,2,2,4,3437,187,1407,108,1539,230,649,1216,12,1877,0.0575,0.8775,0.6542,2
BAHÇELİEVLER,FEVZİ ÇAKMAK,40185,37,71,276,470,70,36,180,326,1,1,2,2848,108,854,145,881,78,184,917,3,1104,0.1313,0.9293,0.8333,1
BAHÇELİEVLER,HÜRRİYET,40187,56,105,432,757,128,69,335,601,1,1,4,4906,161,1350,107,1491,129,185,1517,25,1727,0.062,0.9253,0.8929,1
BAHÇELİEVLER,KOCASİNAN MERKEZ,40182,71,151,611,1088,148,83,394,723,2,2,6,6969,222,1921,152,1623,848,815,1785,23,2623,0.0579,0.6767,0.6893,2
BAHÇELİEVLER,SİYAVUŞPAŞA,40179,88,143,521,922,220,117,567,989,1,2,4,6781,231,1674,793,1308,58,111,2034,14,2159,0.3673,0.9731,0.9486,2
BAHÇELİEVLER,SOĞANLI,40180,74,126,537,1059,189,101,491,875,1,2,4,6850,200,1796,476,1745,166,143,2234,10,2387,0.1994,0.9305,0.9401,2
BAHÇELİEVLER,ŞİRİNEVLER,40178,105,171,592,945,230,122,592,1028,2,2,6,6563,276,1813,577,1434,230,299,1910,32,2241,0.2575,0.8974,0.8666,1
BAHÇELİEVLER,YENİBOSNA MERKEZ,40183,74,162,553,796,71,41,193,352,2,3,7,3588,236,1585,365,1263,567,1234,897,64,2195,0.1663,0.7417,0.4378,2
BAHÇELİEVLER,ZAFER,40186,101,202,827,1466,212,114,558,1015,2,2,6,9075,303,2596,245,2185,965,599,2789,7,3395,0.0722,0.7158,0.8236,2
BAKIRKÖY,ATAKÖY 1. KISIM,40202,6,10,24,32,12,6,31,52,1,0,1,204,16,72,61,7,27,39,42,14,95,0.6421,0.7158,0.5895,1
BAKIRKÖY,ATAKÖY 2-5-6. KISIM,40194,16,27,61,77,68,36,176,295,1,1,2,1760,43,181,123,8,93,108,74,42,224,0.5491,0.5848,0.5179,1
BAKIRKÖY,ATAKÖY 3-4-11. KISIM,40201,18,30,75,89,43,23,110,185,1,1,2,1131,48,212,156,93,11,82,170,8,260,0.6,0.9577,0.6846,1
BAKIRKÖY,ATAKÖY 7-8-9-10. KISIM,40196,16,38,126,199,63,33,165,291,1,1,4,2371,54,379,3,426,107,239,226,71,536,0.0056,0.8004,0.5541,1
BAKIRKÖY,BASINKÖY,40200,62,93,200,167,47,35,123,208,1,1,4,1114,155,522,184,358,108,614,36,0,650,0.2831,0.8338,0.0554,1
BAKIRKÖY,CEVİZLİK,40192,39,63,188,271,29,16,74,127,0,1,1,663,102,561,332,259,110,198,501,2,701,0.4736,0.8431,0.7175,1
BAKIRKÖY,KARTALTEPE,40197,82,132,393,567,166,89,424,725,1,2,4,4460,214,1174,775,641,57,414,1056,3,1473,0.5261,0.9613,0.7189,1
BAKIRKÖY,OSMANİYE,40188,44,83,259,349,87,47,225,391,1,1,3,2766,127,735,339,363,290,512,470,10,992,0.3417,0.7077,0.4839,1
BAKIRKÖY,SAKIZAĞACI,40191,34,50,131,176,41,23,104,176,0,0,1,1092,84,391,300,143,29,77,385,10,472,0.6356,0.9386,0.8369,1
BAKIRKÖY,ŞENLİKKÖY,40199,110,234,593,488,122,68,324,561,3,3,8,4483,344,1425,357,1134,320,1644,166,1,1811,0.1971,0.8233,0.0922,1
BAKIRKÖY,YENİMAHALLE,40190,34,50,132,186,42,23,108,182,0,0,1,894,84,402,319,126,48,134,359,0,493,0.6471,0.9026,0.7282,1
BAKIRKÖY,YEŞİLKÖY,40189,201,310,696,621,161,92,413,695,3,4,11,3776,511,1828,894,848,590,1755,554,23,2332,0.3834,0.747,0.2474,1
BAKIRKÖY,YEŞİLYURT,40195,25,38,95,99,35,19,91,154,1,1,2,1025,63,257,179,97,32,134,173,1,308,0.5812,0.8961,0.5649,1
BAKIRKÖY,ZEYTİNLİK,40193,30,49,152,228,27,15,70,121,0,0,1,678,79,459,203,270,101,143,430,1,574,0.3537,0.824,0.7509,1
BAKIRKÖY,ZUHURATBABA,40198,65,99,269,390,103,56,263,447,1,1,3,2493,164,823,644,319,66,279,746,4,1029,0.6259,0.9359,0.7289,1
BAŞAKŞEHİR,ALTINŞEHİR,40598,10,42,199,374,8,6,28,61,0,0,1,945,52,625,96,968,332,1256,140,0,1396,0.0688,0.7622,0.1003,2
BAŞAKŞEHİR,BAHÇEŞEHİR 1. KISIM,40871,5,44,278,549,1,0,11,33,0,1,2,1151,49,876,0,699,1478,1837,176,164,2177,0,0.3211,0.1562,2
BAŞAKŞEHİR,BAHÇEŞEHİR 2. KISIM,40872,11,57,311,738,16,7,53,115,1,2,2,1613,68,1117,1,1130,1664,2101,141,553,2795,0.0004,0.4047,0.2483,2
BAŞAKŞEHİR,BAŞAK,40357,1,8,66,225,1,0,7,24,1,1,1,1000,9,300,1,644,793,792,208,438,1438,0.0007,0.4485,0.4492,4
BAŞAKŞEHİR,BAŞAKŞEHİR,40581,1,3,21,115,1,0,6,18,0,0,1,522,4,140,0,136,658,187,208,399,794,0,0.1713,0.7645,3
